"site","observers","date","start_time","weather","past_12_hours","site_notes","probe_depth","soil_temp_plot1","vwc_plot1","plot_1_period","soil_temp_plot2","vwc_plot2","plot_2_period","soil_temp_plot3","vwc_plot3","plot_3_period","soil_temp_plot4","vwc_plot4","plot_4_period","soil_temp_plot5","vwc_plot5","plot_5_period","soil_temp_plot6","vwc_plot6","plot_6_period"
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",20,7.5,33,1.12,6.9,40,1.18,7.6,15,0.95,7.4,15,0.95,8,26,1.06,9.3,13,0.93
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",20,7.5,23,1.03,6.9,26,1.06,7.6,23,1.03,7.4,7,0.87,8,29,1.08,9.3,21,1.01
"ZF14-210","LBC, HS, DU",2019-08-17,"10:14","Partly cloudy, 55 F","partly cloudy, showers","",20,7.5,19,0.99,6.9,21,1,7.6,22,1.02,7.4,17,0.97,8,25,1.04,9.3,8,0.88
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",6,4.6,6,0.82,4.5,3,0.79,5.2,5,0.81,4.2,16,0.89,4.5,4,0.8,6.5,3,0.79
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",6,4.6,2,0.79,4.5,3,0.79,5.2,7,0.82,4.2,5,0.81,4.5,1,0.78,6.5,2,0.79
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",6,4.6,13,0.87,4.5,5,0.81,5.2,21,0.92,4.2,15,0.88,4.5,2,0.78,6.5,2,0.78
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",6,4.6,16,0.89,4.5,5,0.81,5.2,10,0.85,4.2,3,0.79,4.5,6,0.82,6.5,3,0.79
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",6,4.6,10,0.84,4.5,11,0.86,5.2,15,0.89,4.2,5,0.81,4.5,3,0.79,6.5,34,1
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",12,4.6,22,0.93,4.5,38,1.02,5.2,34,1,4.2,5,0.81,4.5,5,0.81,6.5,40,1.03
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",12,4.6,9,0.84,4.5,13,0.87,5.2,30,0.98,4.2,19,0.91,4.5,12,0.86,6.5,9,0.84
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",12,4.6,17,0.9,4.5,26,0.96,5.2,37,1.02,4.2,20,0.82,4.5,10,0.85,6.5,13,0.87
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",12,4.6,4,0.8,4.5,10,0.85,5.2,22,0.93,4.2,17,0.9,4.5,6,0.81,6.5,4,0.8
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",12,4.6,7,0.82,4.5,7,0.83,5.2,17,0.9,4.2,10,0.85,4.5,8,0.83,6.5,7,0.83
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",20,4.6,27,1.06,4.5,30,1.09,5.2,38,1.16,4.2,25,1.05,4.5,44,1.21,6.5,29,1.08
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",20,4.6,16,0.96,4.5,23,1.03,5.2,62,1.34,4.2,47,1.23,4.5,42,1.2,6.5,9,0.88
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",20,4.6,38,1.16,4.5,35,1.14,5.2,47,1.23,4.2,50,1.26,4.5,32,1.11,6.5,27,1.06
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",20,4.6,29,1.08,4.5,35,1.13,5.2,58,1.31,4.2,9,0.89,4.5,37,1.13,6.5,30,1.09
"ZF17-130","LBC, HS, DU",2019-08-17,"13:35","Mostly cloudy","mostly cloudy","",20,4.6,26,1.05,4.5,38,1.16,5.2,39,1.16,4.2,71,1.41,4.5,23,1.03,6.5,26,1.06
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",6,8.4,11,0.86,6.4,12,0.86,7.6,6,0.81,6.6,12,0.86,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",6,8.4,7,0.82,6.4,7,0.82,7.6,6,0.82,6.6,14,0.88,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",6,8.4,5,0.81,6.4,7,0.83,7.6,10,0.85,6.6,15,0.89,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",6,8.4,7,0.83,6.4,15,0.88,7.6,7,0.82,6.6,12,0.89,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",6,8.4,4,0.8,6.4,12,0.86,7.6,4,0.8,6.6,17,0.9,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",12,8.4,10,0.84,6.4,12,0.87,7.6,4,0.8,6.6,32,0.99,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",12,8.4,8,0.83,6.4,18,0.91,7.6,12,0.86,6.6,26,0.95,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",12,8.4,8,0.84,6.4,13,0.87,7.6,8,0.83,6.6,30,0.98,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",12,8.4,9,0.84,6.4,9,0.84,7.6,9,0.84,6.6,16,0.89,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",12,8.4,10,0.85,6.4,34,1,7.6,5,0.81,6.6,15,0.88,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",20,8.4,15,0.95,6.4,54,1.29,7.6,8,0.88,6.6,43,1.2,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",20,8.4,13,0.93,6.4,15,0.95,7.6,6,0.86,6.6,25,1.04,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",20,8.4,9,0.89,6.4,32,1.16,7.6,13,0.93,6.6,43,1.2,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",20,8.4,11,0.91,6.4,23,1.03,7.6,21,1.01,6.6,35,1.13,-9999,-9999,-9999,-9999,-9999,-9999
"ZF17-9","LBC, HS, DU",2019-08-17,"16:30","overcast","mostly cloudy","",20,8.4,15,0.95,6.4,23,1.03,7.6,9,0.89,6.6,50,1.26,-9999,-9999,-9999,-9999,-9999,-9999
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",6,9.2,98,1.3,10.3,15,0.88,8.2,9,0.84,8.6,16,0.89,8.8,14,0.87,8.1,61,1.14
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",6,9.2,23,0.94,10.3,21,0.92,8.2,9,0.84,8.6,15,0.88,8.8,70,1.18,8.1,82,1.23
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",6,9.2,24,0.94,10.3,30,0.98,8.2,77,1.21,8.6,64,1.15,8.8,34,1,8.1,101,1.31
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",6,9.2,58,1.12,10.3,21,0.92,8.2,8,0.83,8.6,52,1.1,8.8,19,0.91,8.1,11,0.86
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",6,9.2,41,0.88,10.3,50,1.08,8.2,20,0.92,8.6,41,1.04,8.8,36,1.01,8.1,51,1.09
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",12,9.2,50,1.08,10.3,66,1.16,8.2,35,1,8.6,84,1.24,8.8,96,1.29,8.1,99,1.3
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",12,9.2,44,1.06,10.3,28,0.97,8.2,21,0.92,8.6,90,1.26,8.8,46,1.06,8.1,64,1.15
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",12,9.2,103,1.32,10.3,38,1.02,8.2,99,1.3,8.6,23,0.94,8.8,66,1.16,8.1,84,1.24
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",12,9.2,52,1.09,10.3,18,0.91,8.2,12,0.86,8.6,100,1.3,8.8,48,1.07,8.1,107,1.33
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",12,9.2,89,1.26,10.3,49,1.08,8.2,20,0.92,8.6,13,0.87,8.8,95,1.28,8.1,69,1.18
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",20,9.2,79,1.46,10.3,54,1.29,8.2,10,0.9,8.6,48,1.24,8.8,83,1.49,8.1,88,1.52
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",20,9.2,79,1.47,10.3,78,1.46,8.2,25,1.05,8.6,62,1.35,8.8,63,1.35,8.1,53,1.28
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",20,9.2,54,1.29,10.3,42,1.19,8.2,86,1.51,8.6,42,1.19,8.8,78,1.46,8.1,91,1.54
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",20,9.2,92,1.55,10.3,48,1.24,8.2,58,1.32,8.6,46,1.23,8.8,81,1.48,8.1,105,1.63
"SS50-200","MB",2019-08-18,"9:30","Cloudy, impending rain","partly cloudy>cloudy","Hydrology may have been affected here, many dead tamarack, few regrowing, bog birch dominate; Hummock and hollow account for the variability in moisture; mass covered hummocks, hollows; wet peat",20,9.2,93,1.56,10.3,71,1.41,8.2,59,1.32,8.6,93,1.55,8.8,93,1.56,8.1,65,1.37
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",6,9,107,1.33,9.1,16,0.89,8.3,9,0.84,10,25,0.95,11.1,15,0.88,9.6,109,1.34
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",6,9,99,1.3,9.1,31,1.09,8.3,13,0.87,10,108,1.33,11.1,22,0.93,9.6,100,0.3
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",6,9,87,1.25,9.1,40,1.04,8.3,13,0.87,10,64,1.15,11.1,60,1.13,9.6,71,1.19
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",6,9,103,1.31,9.1,102,1.31,8.3,34,1,10,95,1.28,11.1,53,1.1,9.6,91,1.27
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",6,9,101,1.31,9.1,43,1.05,8.3,42,1.05,10,41,1.04,11.1,48,1.08,9.6,103,1.31
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",12,9,103,1.31,9.1,93,1.29,8.3,42,1.05,10,102,1.31,11.1,72,1.19,9.6,105,1.32
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",12,9,107,1.33,9.1,97,1.29,8.3,42,1.04,10,89,1.26,11.1,82,1.23,9.6,106,1.33
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",12,9,108,1.33,9.1,103,1.3,8.3,41,1.04,10,113,1.35,11.1,76,1.21,9.6,99,1.3
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",12,9,107,1.33,9.1,110,1.34,8.3,47,1.07,10,94,1.28,11.1,39,1.03,9.6,115,1.36
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",12,9,109,1.34,9.1,108,1.33,8.3,47,1.07,10,96,1.29,11.1,79,1.22,9.6,99,1.3
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",20,9,94,1.56,9.1,81,1.48,8.3,77,1.45,10,86,1.51,11.1,67,1.38,9.6,96,1.58
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",20,9,99,1.59,9.1,95,1.57,8.3,50,1.26,10,91,1.54,11.1,74,1.43,9.6,93,1.56
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",20,9,102,1.61,9.1,88,1.53,8.3,75,1.43,10,66,1.39,11.1,73,1.42,9.6,77,1.45
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",20,9,105,1.63,9.1,96,1.57,8.3,53,1.28,10,83,1.49,11.1,74,1.43,9.6,98,1.58
"SS50-7","MB",2019-08-18,"12:00","Cloudy","clouds/light showers","Significant % standing water at site level - plot 1 and 2 45%,  plot 3 dryer - 20% standing water, plot 4 wet but no standing water at corner, plot 5 measured dryer elevated area with grass and moss, plot 6 30% standing water",20,9,104,1.62,9.1,103,1.61,8.3,66,1.38,10,94,1.56,11.1,68,1.39,9.6,93,1.55
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",6,6,7,0.83,7.2,12,0.86,2.4,15,0.88,5.7,10,0.83,6.2,4,0.8,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",6,6,16,0.89,7.2,10,0.84,2.4,16,0.89,5.7,8,0.83,6.2,13,0.87,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",6,6,15,0.88,7.2,11,0.85,2.4,11,0.86,5.7,7,0.83,6.2,18,0.9,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",6,6,17,0.9,7.2,17,0.89,2.4,5,0.81,5.7,12,0.86,6.2,8,0.83,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",6,6,18,0.9,7.2,14,0.87,2.4,10,0.84,5.7,8,0.83,6.2,12,0.86,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",12,6,37,1.02,7.2,17,0.89,2.4,20,0.92,5.7,22,0.93,6.2,16,0.89,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",12,6,27,0.96,7.2,23,0.94,2.4,11,0.86,5.7,11,0.86,6.2,19,0.91,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",12,6,16,0.89,7.2,12,0.86,2.4,23,0.94,5.7,14,0.87,6.2,10,0.85,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",12,6,19,0.91,7.2,14,0.88,2.4,16,0.89,5.7,12,0.86,6.2,13,0.87,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",12,6,16,0.89,7.2,15,0.88,2.4,37,1.02,5.7,8,0.84,6.2,19,0.91,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",20,6,26,1.05,7.2,21,1.01,2.4,34,1.13,5.7,42,1.19,6.2,35,1.12,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",20,6,39,1.17,7.2,24,1.04,2.4,41,1.18,5.7,16,0.96,6.2,27,1.06,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",20,6,32,1.1,7.2,32,1.11,2.4,30,1.09,5.7,20,1,6.2,20,1,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",20,6,25,1.04,7.2,23,1.02,2.4,24,1.03,5.7,39,1.17,6.2,21,1,-9999,-9999,-9999
"VALZF14-6","HS, LBC, DU",2019-08-18,"9:33","Raining, 50 F","showers, overcast","",20,6,51,1.26,7.2,33,1.12,2.4,34,1.13,5.7,52,1.27,6.2,25,1.05,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",6,5.4,11,0.85,4.8,6,0.82,5.1,6,0.82,9,2,0.79,5.1,10,0.85,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",6,5.4,5,0.81,4.8,18,0.9,5.1,6,0.82,9,5,0.81,5.1,7,0.82,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",6,5.4,3,0.79,4.8,12,0.86,5.1,12,0.85,9,4,0.8,5.1,8,0.83,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",6,5.4,4,0.8,4.8,8,0.83,5.1,7,0.82,9,11,0.85,5.1,7,0.82,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",6,5.4,4,0.8,4.8,10,0.84,5.1,5,0.81,9,4,0.8,5.1,7,0.83,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",12,5.4,5,0.81,4.8,28,0.97,5.1,16,0.89,9,10,0.85,5.1,28,0.97,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",12,5.4,9,0.84,4.8,16,0.89,5.1,8,0.83,9,9,0.84,5.1,20,0.92,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",12,5.4,8,0.84,4.8,26,0.96,5.1,13,0.87,9,4,0.8,5.1,31,0.99,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",12,5.4,7,0.83,4.8,34,1,5.1,15,0.88,9,12,0.86,5.1,20,0.92,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",12,5.4,6,0.81,4.8,10,0.84,5.1,27,0.96,9,6,0.82,5.1,18,0.91,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",20,5.4,45,1.21,4.8,19,0.99,5.1,34,1.12,9,43,1.2,5.1,20,1,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",20,5.4,34,1.13,4.8,32,1.11,5.1,45,1.22,9,61,1.34,5.1,33,1.12,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",20,5.4,18,0.98,4.8,34,1.12,5.1,43,1.2,9,24,1.04,5.1,38,1.16,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",20,5.4,35,1.14,4.8,46,1.22,5.1,19,0.99,9,43,1.2,5.1,34,1.12,-9999,-9999,-9999
"VALZF14-200","HS, DU",2019-08-18,"15:15","Partly cloudy, 65 F","partly cloudy","Center point moved from periphry to center; Flag 5 labeled as center",20,5.4,38,1.16,4.8,47,1.23,5.1,42,1.19,9,57,1.31,5.1,28,1.07,-9999,-9999,-9999
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",6,3.8,34,1,3.5,70,1.18,5.9,53,1.1,4.7,9,0.84,3.9,8,0.83,5.1,13,0.87
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",6,3.8,82,1.23,3.5,19,0.91,5.9,23,0.94,4.7,34,1,3.9,13,0.87,5.1,11,0.85
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",6,3.8,34,1,3.5,73,1.19,5.9,47,1.07,4.7,24,0.94,3.9,13,0.87,5.1,11,0.86
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",6,3.8,17,0.9,3.5,18,0.9,5.9,27,0.96,4.7,14,0.88,3.9,21,0.92,5.1,11,0.85
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",6,3.8,93,1.28,3.5,85,1.25,5.9,9,0.84,4.7,52,1.1,3.9,16,0.89,5.1,2,0.78
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",12,3.8,98,1.29,3.5,92,1.27,5.9,52,1.1,4.7,77,1.21,3.9,40,1.03,5.1,39,1.03
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",12,3.8,53,1.1,3.5,87,1.25,5.9,62,1.15,4.7,51,1.09,3.9,34,1.11,5.1,13,0.87
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",12,3.8,65,1.1,3.5,62,1.14,5.9,53,1.1,4.7,41,1.04,3.9,78,1.21,5.1,33,0.99
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",12,3.8,77,1.19,3.5,75,1.2,5.9,30,0.98,4.7,88,1.25,3.9,22,0.93,5.1,16,0.89
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",12,3.8,10,0.83,3.5,79,1.22,5.9,50,1.09,4.7,10,0.84,3.9,64,1.15,5.1,52,1.09
"ZF17-7","LBC, HS, DU",2019-08-18,"12:40","Showers, 50 F","showers","",20,3.8,77,1.45,3.5,73,1.43,5.9,78,1.46,4.7,46,1.22,3.9,64,1.36,5.1,47,1.23
