"site","plot","date","observers","plot_size","life_form","species","status","condition","diameter_type","diameter","height","height_to_lowest_living_branch","notes"
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","fallen","basal",2,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",5,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1,-9999,-9999,"sprout"
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.1,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.2,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.5,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.2,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.5,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Betula papyrifera","Live","standing","basal",1,-9999,-9999,"sprout"
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",0.7,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","fallen","basal",4,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",4.5,3.8,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","fallen","basal",16,9,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",5,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Betula papyrifera","Dead","standing","DBH",1,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Betula papyrifera","Dead","standing","DBH",1,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Betula papyrifera","Dead","standing","DBH",1,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",0.2,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.6,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.1,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.2,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",0.7,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Tree","Betula papyrifera","Live","standing","DBH",1.4,-9999,-9999,"Sapling"
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",0.9,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",0.7,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",0.8,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1,-9999,-9999,""
"ZF17-40","3","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",0.8,1.5,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",4,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",5,3.8,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",2,2.8,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",5,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",4,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",8,4.2,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Betula papyrifera","Dead","standing","DBH",3,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",10,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",6,4.4,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","fallen","basal",7,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","fallen","basal",4,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",0.9,1.9,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.8,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.1,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.4,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.2,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",0.9,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Live","standing","basal",1.5,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Dead","standing","basal",2.7,2.2,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Shrub","Salix sp.","Dead","standing","basal",1.8,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","fallen","basal",5,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",8,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",5,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","fallen","basal",8,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","fallen","basal",4,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",10,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",8,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",5,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",4,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",8,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","fallen","basal",4,-9999,-9999,""
"ZF17-40","4","2019-08-15","LBC, DU, HS","5X5","Tree","Picea mariana","Dead","fallen","basal",5,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,"10x10 trees, 5x5 shrubs"
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",9.5,7.2,1.8,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",0.6,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",0.9,2,0.2,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",1.2,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",1.2,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",1.3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",0.5,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",0.6,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",0.6,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",1.8,2.4,0.2,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",1.7,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",1,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",1.1,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",1.5,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",1.3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",0.9,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",1.2,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",1.8,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",4.5,5,0.2,"basal = 7.0"
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",1.7,-9999,-9999,"basal = 5.0"
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Dead","standing","basal",8,-9999,-9999,"Snag"
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",2.1,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",4.5,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Dead","standing","DBH",4.5,-9999,-9999,"Snag"
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Dead","standing","basal",3,-9999,-9999,"Snag"
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",6,4.2,4,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",5.5,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",8,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",6,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Dead","standing","DBH",3,-9999,-9999,"Snag"
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",4.5,4.5,0.3,"basal =6.0"
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",2,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",1.1,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",1.6,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",0.9,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",1,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",1.7,-9999,-9999,"basal = 4.0"
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",5.5,5,0.5,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2.3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",1.3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",3.5,5.5,0.3,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",0.8,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",2.1,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",0.7,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",1.8,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","basal",1.4,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",0.3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Larix larcina","Live","standing","DBH",7.5,6,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","DBH",8,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","DBH",5.5,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Dead","standing","DBH",5.5,-9999,-9999,"Snag"
"VALZF14-1","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","DBH",4,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",0.9,1.4,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Dead","standing","basal",1.2,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",0.6,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",1,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",0.8,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",1,1.4,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",1,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",0.8,1.2,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",1.1,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",0.8,1.6,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",0.9,1.1,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",1.3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",1.3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",1.3,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",1.3,1.6,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",NA,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",NA,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",NA,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",NA,-9999,-9999,""
"VALZF14-1","B","2019-08-20","LBC, DU","5x5","Shrub","Salix sp.","Live","standing","basal",NA,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3.5,-9999,-9999,"Transect from other research at edge"
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",4.5,1.9,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",6,4,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",5.5,4.1,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",14.5,7.2,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","fallen","basal",2.5,-9999,-9999,"horizontal"
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","fallen","basal",3.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",8.5,5,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",5.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,"Snag"
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",5.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",7.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",7,6,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",1.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",13.5,7.5,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",9,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",5,3,0.8,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",10,6.5,1.2,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",8,5,1,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Dead","standing","basal",6,-9999,-9999,"Snag"
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3.5,2.1,0.3,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",6,5,0.3,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",3,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Dead","standing","basal",8,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",4,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",5,3,0.3,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2,-9999,-9999,""
"VALZF14-2","B","2019-08-20","LBC, DU","10x10","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF14-200","B","2019-08-20","LBC, DU, HS","5x5","Tree","Picea mariana","Live","standing","basal",6,3,2.3,""
"VALZF14-200","B","2019-08-20","LBC, DU, HS","5x5","Tree","Picea mariana","Live","standing","basal",2.5,-9999,-9999,""
"VALZF14-200","B","2019-08-20","LBC, DU, HS","5x5","Tree","Picea mariana","Dead","standing","basal",2,-9999,-9999,"Snag"
"VALZF14-200","B","2019-08-20","LBC, DU, HS","5x5","Tree","Picea mariana","Dead","standing","basal",7,-9999,-9999,"Snag"
"VALZF14-200","B","2019-08-20","LBC, DU, HS","5x5","Tree","Picea mariana","Live","standing","basal",8,5.5,2.5,""
